invoice_id,payment_id,vendor,expected_amount,actual_amount,variance,posting_date,status,department,root_cause,recommended_action
53992601,PAY-0187763601,TELOS IDENTITY MANAGEMENT SOLUTIONS LLC,9748.86,8261.75,-1487.11,2021-11-17,underpaid,AIR Airport Commission,Credit note offset applied incorrectly,Review offset rules and clear the short payment.
53972001,PAY-0198896001,CENTER HARDWARE CO INC,23.23,23.23,0.0,2022-02-22,matched,HOM Homelessness Services,Matched payment,No action required.
53963601,PAY-0212105001,IMCO PARKING LLC,160569.61,160569.61,0.0,2022-06-09,matched,MTA Municipal Transprtn Agncy,Matched payment,No action required.
53951301,PAY-0195556801,VESTIS SERVICES LLC,80.85,80.85,0.0,2022-01-26,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53950801,PAY-0180813801,US FOODS INC,743.52,743.52,0.0,2021-09-17,matched,DPH Public Health,Matched payment,No action required.
53923901,PAY-0186151401,SHELL ENERGY NORTH AMERICA (US) LP,9544.5,9544.5,0.0,2021-11-02,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53983701,PAY-0205040701,VERIZON WIRELESS,305.34,359.22,53.88,2022-04-06,overpaid,PUC Public Utilities Commsn,Duplicate approval led to excess settlement,Reverse the duplicate approval and initiate vendor recovery.
53925201,PAY-0214215301,CAUSA JUSTA: JUST CAUSE,2259.65,2259.65,0.0,2022-06-19,matched,MYR Mayor,Matched payment,No action required.
53939401,PAY-0198437701,BOUND TREE MEDICAL LLC,14056.35,14056.35,0.0,2022-02-17,matched,FIR Fire Department,Matched payment,No action required.
53988901,PAY-0207190001,STAPLES BUSINESS ADVANTAGE,172.82,146.46,-26.36,2022-04-25,underpaid,REC Recreation & Park Commsn,Partial payment or approval hold,Validate invoice approval path and release remaining balance.
54008201,PAY-0200195601,MISSION LINEN SUPPLY,1072.5,1105.67,33.17,2022-03-01,ledger_mismatch,DPH Public Health,Journal posted to incorrect cost center,Move the journal entry to the right cost center and rebalance.
53950901,PAY-0202181801,CRESCO EQUIPMENT RENTALS,2824.25,2824.25,0.0,2022-04-11,matched,MTA Municipal Transprtn Agncy,Matched payment,No action required.
53952501,PAY-0193216401,VESTIS SERVICES LLC,164.55,164.55,0.0,2022-01-04,matched,PUC Public Utilities Commsn,Matched payment,No action required.
54004701,PAY-0177005901,PARKMERCED OWNER LLC,2808.76,2808.76,0.0,2021-08-11,duplicate_suspected,HSA Human Services Agency,Possible duplicate voucher posting,Cross-check voucher references and stop secondary settlement.
53921301,PAY-0189979301,INTERNATIONAL FIRE INC,430.13,430.13,0.0,2021-12-06,matched,ADM GSA - City Administrator,Matched payment,No action required.
54008201,PAY-0208284301,MISSION LINEN SUPPLY,1157.76,1193.57,35.81,2022-05-04,ledger_mismatch,DPH Public Health,Ledger sync delay or wrong department mapping,Reconcile ledger entry and correct department allocation.
53967201,PAY-0185642501,LAZ PARKING CALIFORNIA LLC,45833.59,45833.59,0.0,2021-11-20,matched,MTA Municipal Transprtn Agncy,Matched payment,No action required.
53951301,PAY-0183140101,VESTIS SERVICES LLC,73.5,73.5,0.0,2021-10-06,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53943501,PAY-0178207601,HARRISON & BONINI INC,161.63,161.63,0.0,2021-08-23,matched,ADM GSA - City Administrator,Matched payment,No action required.
53933601,PAY-0173576201,MEDLINE INDUSTRIES INC,2.17,2.17,0.0,2021-07-15,matched,DPH Public Health,Matched payment,No action required.
53970601,PAY-0211229301,SERRAMONTE FORD,123.22,123.22,0.0,2022-05-27,matched,AIR Airport Commission,Matched payment,No action required.
53944301,PAY-0185931001,M S C INDUSTRIAL SUPPLY COMPANY INC,17.68,17.68,0.0,2021-11-01,matched,ADM GSA - City Administrator,Matched payment,No action required.
53967201,PAY-0204468801,LAZ PARKING CALIFORNIA LLC,27318.61,27318.61,0.0,2022-04-01,matched,MTA Municipal Transprtn Agncy,Matched payment,No action required.
53936601,PAY-0173572901,MEDLINE INDUSTRIES INC,32.85,32.85,0.0,2021-07-15,matched,DPH Public Health,Matched payment,No action required.
53970601,PAY-0197639901,SERRAMONTE FORD,76.91,76.91,0.0,2022-02-11,matched,AIR Airport Commission,Matched payment,No action required.
53983701,PAY-0185706101,VERIZON WIRELESS,312.27,367.38,55.11,2021-10-29,overpaid,PUC Public Utilities Commsn,Duplicate approval led to excess settlement,Reverse the duplicate approval and initiate vendor recovery.
53960901,PAY-0204737801,CORE LINEN SERVICES INC.,24821.47,24821.47,0.0,2022-04-05,matched,DPH Public Health,Matched payment,No action required.
53917201,PAY-0190197101,VESTIS SERVICES LLC,24.25,24.25,0.0,2021-12-07,matched,AIR Airport Commission,Matched payment,No action required.
53975701,PAY-0205137301,CENTER HARDWARE CO INC,17.42,20.5,3.08,2022-04-07,overpaid,REG Elections,Overpayment due to manual posting error,Investigate posting entry and recover excess payment.
53968901,PAY-0180000401,CITY AUTO SUPPLY,96.93,96.93,0.0,2021-09-10,matched,AIR Airport Commission,Matched payment,No action required.
53975701,PAY-0189710401,CENTER HARDWARE CO INC,1240.26,1240.26,0.0,2021-12-02,matched,REG Elections,Matched payment,No action required.
54000001,PAY-0176936301,SAN FRANCISCO FOOD BANK,34.19,34.19,0.0,2021-08-11,duplicate_suspected,DPH Public Health,Possible duplicate voucher posting,Cross-check voucher references and stop secondary settlement.
53953701,PAY-0181881601,JACOBS ENGINEERING GROUP INC,627.45,627.45,0.0,2021-09-23,matched,MTA Municipal Transprtn Agncy,Matched payment,No action required.
53975701,PAY-0202386401,CENTER HARDWARE CO INC,13.84,16.28,2.44,2022-03-17,overpaid,REG Elections,Tax or surcharge applied twice,Validate tax components and adjust the payment record.
53983501,PAY-0189178501,SHANTI PROJECT,13146.91,15466.95,2320.04,2021-12-01,overpaid,DPH Public Health,Tax or surcharge applied twice,Validate tax components and adjust the payment record.
53973701,PAY-0187513001,OFFICE DEPOT,33.29,33.29,0.0,2021-11-15,matched,DPH Public Health,Matched payment,No action required.
53976001,PAY-0176673101,Jimmie Muscatello's,513.01,603.54,90.53,2021-08-09,overpaid,POL Police,Duplicate approval led to excess settlement,Reverse the duplicate approval and initiate vendor recovery.
53981701,PAY-0185094901,TREELINE SECURITY INC,2873.03,3380.03,507.0,2021-10-22,overpaid,PUC Public Utilities Commsn,Overpayment due to manual posting error,Investigate posting entry and recover excess payment.
53918301,PAY-0206547301,KONICA MINOLTA BUSINESS SOLUTNS USA INC,74.23,74.23,0.0,2022-04-21,matched,DPH Public Health,Matched payment,No action required.
53986401,PAY-0185207201,INTERSTATE TRAFFIC CONTROL PRODUCTS INC,10422.44,8832.58,-1589.86,2021-10-25,underpaid,AIR Airport Commission,Credit note offset applied incorrectly,Review offset rules and clear the short payment.
54008201,PAY-0188261601,MISSION LINEN SUPPLY,695.72,717.24,21.52,2021-11-19,ledger_mismatch,DPH Public Health,Ledger sync delay or wrong department mapping,Reconcile ledger entry and correct department allocation.
53968901,PAY-0190179201,CITY AUTO SUPPLY,42.26,42.26,0.0,2021-12-07,matched,AIR Airport Commission,Matched payment,No action required.
53952301,PAY-0192067401,FELTON INSTITUTE,4528.94,4528.94,0.0,2021-12-22,matched,DPH Public Health,Matched payment,No action required.
53983701,PAY-0198327301,VERIZON WIRELESS,233.78,275.04,41.26,2022-02-17,overpaid,PUC Public Utilities Commsn,Duplicate approval led to excess settlement,Reverse the duplicate approval and initiate vendor recovery.
53995901,PAY-0214668701,SHRED WORKS,101.48,86.0,-15.48,2022-06-22,underpaid,CAT City Attorney,Partial payment or approval hold,Validate invoice approval path and release remaining balance.
53969001,PAY-0182978901,XEROX CORPORATION,199.25,199.25,0.0,2021-10-05,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53975701,PAY-0199974701,CENTER HARDWARE CO INC,28.72,33.79,5.07,2022-02-25,overpaid,REG Elections,Duplicate approval led to excess settlement,Reverse the duplicate approval and initiate vendor recovery.
53939401,PAY-0183640901,BOUND TREE MEDICAL LLC,106.18,106.18,0.0,2021-10-12,matched,FIR Fire Department,Matched payment,No action required.
53914901,PAY-0207430501,KONICA MINOLTA BUSINESS SOLUTNS USA INC,62.73,62.73,0.0,2022-04-27,matched,DPH Public Health,Matched payment,No action required.
53979901,PAY-0207322701,LEXISNEXIS RISK SOLUTIONS FL INC,7831.76,9213.83,1382.07,2022-04-26,overpaid,POL Police,Overpayment due to manual posting error,Investigate posting entry and recover excess payment.
53975701,PAY-0193430601,CENTER HARDWARE CO INC,543.1,543.1,0.0,2022-01-06,matched,REG Elections,Matched payment,No action required.
53921101,PAY-0185407501,SIEMENS INDUSTRY INC,19222.0,19222.0,0.0,2021-10-26,matched,LIB Public Library,Matched payment,No action required.
53917201,PAY-0177756101,VESTIS SERVICES LLC,495.38,495.38,0.0,2021-08-18,matched,AIR Airport Commission,Matched payment,No action required.
53996301,PAY-0178411001,MALTBY ELECTRIC SUPPLY CO INC,2271.71,1925.18,-346.53,2021-08-24,underpaid,AIR Airport Commission,Partial payment or approval hold,Validate invoice approval path and release remaining balance.
53923201,PAY-0183451601,PACIFIC GAS & ELECTRIC CO,77000.0,77000.0,0.0,2021-10-08,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53966501,PAY-0203150301,PROFESSIONAL CONTRACTOR SUPPLY (PCS),483.22,483.22,0.0,2022-03-23,matched,ADM GSA - City Administrator,Matched payment,No action required.
53952301,PAY-0194557101,FELTON INSTITUTE,15419.08,15419.08,0.0,2022-01-18,matched,DPH Public Health,Matched payment,No action required.
53979001,PAY-0176818701,AON RISK INSURANCE SERVICES WEST INC,54246.67,63819.61,9572.94,2021-08-10,overpaid,ADM GSA - City Administrator,Overpayment due to manual posting error,Investigate posting entry and recover excess payment.
53952101,PAY-0174487101,STAPLES BUSINESS ADVANTAGE,240.83,240.83,0.0,2021-07-22,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53968901,PAY-0214613801,CITY AUTO SUPPLY,70.79,70.79,0.0,2022-06-22,matched,AIR Airport Commission,Matched payment,No action required.
53969001,PAY-0209885701,XEROX CORPORATION,129.63,129.63,0.0,2022-05-17,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53957201,PAY-0173076401,CENTER HARDWARE CO INC,978.28,978.28,0.0,2021-07-19,matched,MTA Municipal Transprtn Agncy,Matched payment,No action required.
54010301,PAY-0173550601,BAXTER HEALTHCARE CORP,2391.37,2465.33,73.96,2021-07-15,ledger_mismatch,DPH Public Health,Ledger update lag after payment clearance,Refresh ledger sync and confirm the final posted amount.
53969001,PAY-0206124101,XEROX CORPORATION,135.1,135.1,0.0,2022-04-15,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53964501,PAY-0202262601,RECOLOGY SAN FRANCISCO,439.87,439.87,0.0,2022-03-16,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53963601,PAY-0201968701,IMCO PARKING LLC,62812.11,62812.11,0.0,2022-03-14,matched,MTA Municipal Transprtn Agncy,Matched payment,No action required.
53923801,PAY-0180808701,LIFE-ASSIST INC,64.65,64.65,0.0,2021-09-17,matched,POL Police,Matched payment,No action required.
53969601,PAY-0201337101,TFB GLOBAL LLC,3444.45,3444.45,0.0,2022-03-09,matched,AIR Airport Commission,Matched payment,No action required.
53925701,PAY-0193064801,OFFICE DEPOT,20.46,20.46,0.0,2022-01-03,matched,DPH Public Health,Matched payment,No action required.
53973601,PAY-0191959401,DISCOUNT BUILDERS SUPPLY,67.36,67.36,0.0,2021-12-23,matched,HOM Homelessness Services,Matched payment,No action required.
53975501,PAY-0208533701,BlueTriton Brands Inc,332.96,332.96,0.0,2022-05-05,matched,DPH Public Health,Matched payment,No action required.
53969601,PAY-0177605501,TFB GLOBAL LLC,18899.26,18899.26,0.0,2021-08-17,matched,AIR Airport Commission,Matched payment,No action required.
53939401,PAY-0181453601,BOUND TREE MEDICAL LLC,123.91,123.91,0.0,2021-09-22,matched,FIR Fire Department,Matched payment,No action required.
53924401,PAY-0205341901,BlueTriton Brands Inc,4.33,4.33,0.0,2022-04-11,matched,DPH Public Health,Matched payment,No action required.
53951301,PAY-0179110801,VESTIS SERVICES LLC,92.61,92.61,0.0,2021-09-01,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53975701,PAY-0196711401,CENTER HARDWARE CO INC,128.24,150.87,22.63,2022-02-04,overpaid,REG Elections,Overpayment due to manual posting error,Investigate posting entry and recover excess payment.
53968201,PAY-0182316501,AT&T MOBILITY,135.62,135.62,0.0,2021-09-28,matched,DPW Public Works,Matched payment,No action required.
53959501,PAY-0175491201,Cummins Inc,85.56,85.56,0.0,2021-08-05,matched,MTA Municipal Transprtn Agncy,Matched payment,No action required.
54006401,PAY-0179369401,PACIFIC GAS & ELECTRIC CO,283950.0,283950.0,0.0,2021-09-10,duplicate_suspected,PUC Public Utilities Commsn,Same invoice may have been submitted through two channels,Compare intake channels and cancel the duplicate record.
53950801,PAY-0176107601,US FOODS INC,3664.03,3664.03,0.0,2021-08-04,matched,DPH Public Health,Matched payment,No action required.
54006301,PAY-0185054701,STAPLES BUSINESS ADVANTAGE,425.59,425.59,0.0,2021-10-22,duplicate_suspected,LIB Public Library,Same invoice may have been submitted through two channels,Compare intake channels and cancel the duplicate record.
53939401,PAY-0177021101,BOUND TREE MEDICAL LLC,956.48,956.48,0.0,2021-08-12,matched,FIR Fire Department,Matched payment,No action required.
54009701,PAY-0174023001,ANNA M FOSTER,756.6,780.0,23.4,2021-07-20,ledger_mismatch,DPA Police Accountabilty,Journal posted to incorrect cost center,Move the journal entry to the right cost center and rebalance.
53944301,PAY-0189028601,M S C INDUSTRIAL SUPPLY COMPANY INC,41.29,41.29,0.0,2021-11-24,matched,ADM GSA - City Administrator,Matched payment,No action required.
53939401,PAY-0193851101,BOUND TREE MEDICAL LLC,9740.4,9740.4,0.0,2022-01-10,matched,FIR Fire Department,Matched payment,No action required.
53964201,PAY-0211398901,WESTERN STATES OIL,7800.94,7800.94,0.0,2022-05-31,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53939401,PAY-0178247601,BOUND TREE MEDICAL LLC,32204.14,32204.14,0.0,2021-08-23,matched,FIR Fire Department,Matched payment,No action required.
54000501,PAY-0214276201,WESTSIDE COMMUNITY MENTAL HEALTH CTR INC,26838.68,26838.68,0.0,2022-06-21,duplicate_suspected,DPH Public Health,Repeat payment detected for same invoice pattern,Freeze the repeated payment and verify vendor history.
53929701,PAY-0180396201,INTERNATIONAL FIRE INC,1133.85,1133.85,0.0,2021-09-14,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53996701,PAY-0183316801,WESTERN STATES OIL,4462.13,3781.47,-680.66,2021-10-07,underpaid,FIR Fire Department,Credit note offset applied incorrectly,Review offset rules and clear the short payment.
54006301,PAY-0201632001,STAPLES BUSINESS ADVANTAGE,87.86,87.86,0.0,2022-03-11,duplicate_suspected,LIB Public Library,Same invoice may have been submitted through two channels,Compare intake channels and cancel the duplicate record.
54003901,PAY-0180173901,STERICYCLE INC,827.14,827.14,0.0,2021-09-13,duplicate_suspected,DPH Public Health,Same invoice may have been submitted through two channels,Compare intake channels and cancel the duplicate record.
54008201,PAY-0204808201,MISSION LINEN SUPPLY,1234.12,1272.29,38.17,2022-04-05,ledger_mismatch,DPH Public Health,Ledger update lag after payment clearance,Refresh ledger sync and confirm the final posted amount.
54008201,PAY-0180959701,MISSION LINEN SUPPLY,306.46,315.94,9.48,2021-09-17,ledger_mismatch,DPH Public Health,Journal posted to incorrect cost center,Move the journal entry to the right cost center and rebalance.
53950801,PAY-0177037101,US FOODS INC,4429.6,4429.6,0.0,2021-08-12,matched,DPH Public Health,Matched payment,No action required.
53950801,PAY-0181948201,US FOODS INC,1894.32,1894.32,0.0,2021-09-24,matched,DPH Public Health,Matched payment,No action required.
53968901,PAY-0204030701,CITY AUTO SUPPLY,68.7,68.7,0.0,2022-03-30,matched,AIR Airport Commission,Matched payment,No action required.
53918301,PAY-0185652901,KONICA MINOLTA BUSINESS SOLUTNS USA INC,60.03,60.03,0.0,2021-11-12,matched,DPH Public Health,Matched payment,No action required.
53917201,PAY-0195661501,VESTIS SERVICES LLC,467.21,467.21,0.0,2022-01-27,matched,AIR Airport Commission,Matched payment,No action required.
53983801,PAY-0190920301,NEWCO DISTRIBUTORS INC,336.6,396.0,59.4,2021-12-13,overpaid,REC Recreation & Park Commsn,Duplicate approval led to excess settlement,Reverse the duplicate approval and initiate vendor recovery.
53963501,PAY-0194021301,SAN FRANCISCO BOTANICAL GARDEN SOCIETY,99936.0,99936.0,0.0,2022-01-12,matched,REC Recreation & Park Commsn,Matched payment,No action required.
53969201,PAY-0182381501,CAL-STEAM A WOLSELEY COMPANY,111.58,111.58,0.0,2021-09-29,matched,LIB Public Library,Matched payment,No action required.
53951301,PAY-0203963001,VESTIS SERVICES LLC,73.5,73.5,0.0,2022-03-29,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53975301,PAY-0193537101,NATIONAL UTILITY SALES CORP,9877.27,9877.27,0.0,2022-01-06,matched,PRT Port,Matched payment,No action required.
53963601,PAY-0185731401,IMCO PARKING LLC,108438.29,108438.29,0.0,2021-11-20,matched,MTA Municipal Transprtn Agncy,Matched payment,No action required.
53971201,PAY-0182814001,XEROX CORPORATION,210.7,210.7,0.0,2021-10-04,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53968901,PAY-0197636201,CITY AUTO SUPPLY,50.93,50.93,0.0,2022-02-11,matched,AIR Airport Commission,Matched payment,No action required.
53967901,PAY-0198250801,SOUTHERN CALIFORNIA EDISON CO.,937500.0,937500.0,0.0,2022-02-16,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53952501,PAY-0211495401,VESTIS SERVICES LLC,634.85,634.85,0.0,2022-05-31,matched,PUC Public Utilities Commsn,Matched payment,No action required.
54000501,PAY-0178213001,WESTSIDE COMMUNITY MENTAL HEALTH CTR INC,25407.14,25407.14,0.0,2021-08-23,duplicate_suspected,DPH Public Health,Repeat payment detected for same invoice pattern,Freeze the repeated payment and verify vendor history.
53953701,PAY-0210848601,JACOBS ENGINEERING GROUP INC,458.69,458.69,0.0,2022-05-24,matched,MTA Municipal Transprtn Agncy,Matched payment,No action required.
53933301,PAY-0185473101,STAPLES BUSINESS ADVANTAGE,53.6,53.6,0.0,2021-11-08,matched,MTA Municipal Transprtn Agncy,Matched payment,No action required.
53929101,PAY-0174202101,POWERSPORTS OF VALLEJO INC,149.27,149.27,0.0,2021-07-21,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53951301,PAY-0192295301,VESTIS SERVICES LLC,73.5,73.5,0.0,2021-12-23,matched,PUC Public Utilities Commsn,Matched payment,No action required.
54009101,PAY-0205088701,STAPLES BUSINESS ADVANTAGE,73.34,75.61,2.27,2022-04-07,ledger_mismatch,LIB Public Library,Journal posted to incorrect cost center,Move the journal entry to the right cost center and rebalance.
53978501,PAY-0201282101,Farzad Naeim Inc.,2167.5,2550.0,382.5,2022-03-10,overpaid,DBI Building Inspection,Tax or surcharge applied twice,Validate tax components and adjust the payment record.
53939401,PAY-0185353201,BOUND TREE MEDICAL LLC,82.5,82.5,0.0,2021-10-26,matched,FIR Fire Department,Matched payment,No action required.
53952501,PAY-0199230801,VESTIS SERVICES LLC,164.16,164.16,0.0,2022-02-23,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53965201,PAY-0190614801,GOLDEN GATE PETROLEUM,6152.15,6152.15,0.0,2021-12-09,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53980601,PAY-0207774401,MICHEL A. KOZAK,1785.0,2100.0,315.0,2022-04-29,overpaid,POL Police,Duplicate approval led to excess settlement,Reverse the duplicate approval and initiate vendor recovery.
53954701,PAY-0173793201,MEDLINE INDUSTRIES INC,2127.99,2127.99,0.0,2021-08-19,matched,DPH Public Health,Matched payment,No action required.
53976401,PAY-0185693501,K & H INTEGRATED PRINT SOLUTIONS,400.06,470.66,70.6,2021-10-28,overpaid,REG Elections,Overpayment due to manual posting error,Investigate posting entry and recover excess payment.
53914901,PAY-0207431901,KONICA MINOLTA BUSINESS SOLUTNS USA INC,48.38,48.38,0.0,2022-04-27,matched,DPH Public Health,Matched payment,No action required.
53976401,PAY-0179760501,K & H INTEGRATED PRINT SOLUTIONS,3328.98,3916.45,587.47,2021-09-08,overpaid,REG Elections,Duplicate approval led to excess settlement,Reverse the duplicate approval and initiate vendor recovery.
53951301,PAY-0180199401,VESTIS SERVICES LLC,80.85,80.85,0.0,2021-09-13,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53977901,PAY-0181574001,SAN MATEO LAWNMOWER,1047.76,1232.66,184.9,2021-09-23,overpaid,REC Recreation & Park Commsn,Tax or surcharge applied twice,Validate tax components and adjust the payment record.
53920701,PAY-0182168901,SIEMENS INDUSTRY INC,5348.0,5348.0,0.0,2021-09-27,matched,LIB Public Library,Matched payment,No action required.
53918901,PAY-0183252701,EPISCOPAL COMMUNITY SVCS OF S F INC,62789.28,62789.28,0.0,2021-10-07,matched,DPH Public Health,Matched payment,No action required.
53998401,PAY-0173721801,MEDLINE INDUSTRIES INC,7.54,6.39,-1.15,2021-07-16,underpaid,DPH Public Health,Installment split created a short settlement,Match split installments against the original invoice value.
53924901,PAY-0207574001,STAPLES BUSINESS ADVANTAGE,89.91,89.91,0.0,2022-05-05,matched,MTA Municipal Transprtn Agncy,Matched payment,No action required.
53975701,PAY-0191000101,CENTER HARDWARE CO INC,190.09,190.09,0.0,2021-12-14,matched,REG Elections,Matched payment,No action required.
54004101,PAY-0185796701,KONICA MINOLTA BUSINESS SOLUTNS USA INC,360.06,360.06,0.0,2021-10-29,duplicate_suspected,DPH Public Health,Same invoice may have been submitted through two channels,Compare intake channels and cancel the duplicate record.
53957101,PAY-0176823601,California Printing Consultants,15772.35,15772.35,0.0,2021-08-10,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53951301,PAY-0209850401,VESTIS SERVICES LLC,92.61,92.61,0.0,2022-05-17,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53966701,PAY-0177352001,GREY WALL SOFTWARE LLC,21725.0,21725.0,0.0,2021-08-13,matched,AIR Airport Commission,Matched payment,No action required.
53941101,PAY-0207412401,BlueTriton Brands Inc,248.69,248.69,0.0,2022-05-24,matched,DPH Public Health,Matched payment,No action required.
53952501,PAY-0208011201,VESTIS SERVICES LLC,164.16,164.16,0.0,2022-05-02,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53996301,PAY-0183358301,MALTBY ELECTRIC SUPPLY CO INC,111.82,94.76,-17.06,2021-10-08,underpaid,AIR Airport Commission,Installment split created a short settlement,Match split installments against the original invoice value.
53917601,PAY-0198330501,SCHNEIDER ELECTRIC BUILDINGS AMERICAS,21174.58,21174.58,0.0,2022-02-16,matched,LIB Public Library,Matched payment,No action required.
54000601,PAY-0195761801,KONICA MINOLTA BUSINESS SOLUTNS USA INC,418.33,418.33,0.0,2022-01-31,duplicate_suspected,DPH Public Health,Possible duplicate voucher posting,Cross-check voucher references and stop secondary settlement.
53979901,PAY-0179578601,LEXISNEXIS RISK SOLUTIONS FL INC,7834.73,9217.33,1382.6,2021-09-07,overpaid,POL Police,Tax or surcharge applied twice,Validate tax components and adjust the payment record.
53972001,PAY-0178970301,CENTER HARDWARE CO INC,158.34,158.34,0.0,2021-08-31,matched,HOM Homelessness Services,Matched payment,No action required.
53967201,PAY-0211562101,LAZ PARKING CALIFORNIA LLC,104587.32,104587.32,0.0,2022-06-10,matched,MTA Municipal Transprtn Agncy,Matched payment,No action required.
53952501,PAY-0190450001,VESTIS SERVICES LLC,506.38,506.38,0.0,2021-12-08,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53915401,PAY-0178805301,ERGO INDUSTRIAL SEATING SYSTEMS INC,667.21,667.21,0.0,2021-08-30,matched,ADP Adult Probation,Matched payment,No action required.
53919401,PAY-0179130101,CENTER HARDWARE CO INC,184.11,184.11,0.0,2021-09-01,matched,REC Recreation & Park Commsn,Matched payment,No action required.
53921301,PAY-0175341401,INTERNATIONAL FIRE INC,24.21,24.21,0.0,2021-07-29,matched,ADM GSA - City Administrator,Matched payment,No action required.
53927601,PAY-0177049001,OXFORD INSTRUMENTS AMERICA INC,11618.0,11618.0,0.0,2021-08-12,matched,POL Police,Matched payment,No action required.
53918301,PAY-0206545901,KONICA MINOLTA BUSINESS SOLUTNS USA INC,36.76,36.76,0.0,2022-04-21,matched,DPH Public Health,Matched payment,No action required.
54006301,PAY-0192303001,STAPLES BUSINESS ADVANTAGE,64.47,64.47,0.0,2021-12-23,duplicate_suspected,LIB Public Library,Repeat payment detected for same invoice pattern,Freeze the repeated payment and verify vendor history.
53952501,PAY-0183128201,VESTIS SERVICES LLC,27.0,27.0,0.0,2021-10-06,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53970601,PAY-0182168001,SERRAMONTE FORD,17.89,17.89,0.0,2021-09-27,matched,AIR Airport Commission,Matched payment,No action required.
53971201,PAY-0186049001,XEROX CORPORATION,140.81,140.81,0.0,2021-11-02,matched,PUC Public Utilities Commsn,Matched payment,No action required.
53976801,PAY-0189408401,IMPARK,1632.0,1920.0,288.0,2021-11-30,overpaid,REG Elections,Overpayment due to manual posting error,Investigate posting entry and recover excess payment.
53976501,PAY-0192610701,UNITED SITE SERVICES OF CALIFORNIA INC,125.54,147.7,22.16,2021-12-28,overpaid,PUC Public Utilities Commsn,Duplicate approval led to excess settlement,Reverse the duplicate approval and initiate vendor recovery.
53917201,PAY-0201119701,VESTIS SERVICES LLC,543.78,543.78,0.0,2022-03-08,matched,AIR Airport Commission,Matched payment,No action required.
53968901,PAY-0183519901,CITY AUTO SUPPLY,339.57,339.57,0.0,2021-10-09,matched,AIR Airport Commission,Matched payment,No action required.
54010701,PAY-0173523501,ON TARGET DELIVERY SERVICE,174.6,180.0,5.4,2021-07-15,ledger_mismatch,CII Commty Invest & Infrstrctr,Journal posted to incorrect cost center,Move the journal entry to the right cost center and rebalance.
53917701,PAY-0214918901,BlueTriton Brands Inc,204.19,204.19,0.0,2022-06-23,matched,DPH Public Health,Matched payment,No action required.
53950901,PAY-0179129201,CRESCO EQUIPMENT RENTALS,2824.25,2824.25,0.0,2021-09-08,matched,MTA Municipal Transprtn Agncy,Matched payment,No action required.
53966501,PAY-0184209901,PROFESSIONAL CONTRACTOR SUPPLY (PCS),2278.86,2278.86,0.0,2021-10-18,matched,ADM GSA - City Administrator,Matched payment,No action required.
53950601,PAY-0181250201,MALTBY ELECTRIC SUPPLY CO INC,236.75,236.75,0.0,2021-09-21,matched,MTA Municipal Transprtn Agncy,Matched payment,No action required.
54005001,PAY-0208219901,UNITED CALIFORNIA GLASS & DOOR,525.0,525.0,0.0,2022-05-03,duplicate_suspected,LIB Public Library,Same invoice may have been submitted through two channels,Compare intake channels and cancel the duplicate record.
53939401,PAY-0182827701,BOUND TREE MEDICAL LLC,294.12,294.12,0.0,2021-10-04,matched,FIR Fire Department,Matched payment,No action required.
53968901,PAY-0177256001,CITY AUTO SUPPLY,59.18,59.18,0.0,2021-08-13,matched,AIR Airport Commission,Matched payment,No action required.
53924301,PAY-0210772101,COMCAST OF CALIFORNIA III INC,160.47,160.47,0.0,2022-05-24,matched,ADM GSA - City Administrator,Matched payment,No action required.
53918001,PAY-0183637301,OFFICE DEPOT,1113.23,1113.23,0.0,2021-10-12,matched,DPH Public Health,Matched payment,No action required.
53973601,PAY-0206078001,DISCOUNT BUILDERS SUPPLY,0.25,0.25,0.0,2022-04-15,matched,HOM Homelessness Services,Matched payment,No action required.
53996701,PAY-0207218901,WESTERN STATES OIL,6020.77,5102.35,-918.42,2022-04-27,underpaid,FIR Fire Department,Installment split created a short settlement,Match split installments against the original invoice value.
